 0.00000 1.00000 1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 
 0.00100 0.99965 0.99965 0.00004 0.00004 -0.01880 -0.01880 0.00035 0.00035 
 0.00200 0.99859 0.99859 0.00015 0.00015 -0.03744 -0.03744 0.00141 0.00141 
 0.00300 0.99683 0.99683 0.00030 0.00030 -0.05584 -0.05584 0.00317 0.00317 
 0.00400 0.99438 0.99438 0.00047 0.00047 -0.07391 -0.07391 0.00562 0.00562 
 0.00500 0.99126 0.99126 0.00065 0.00065 -0.09155 -0.09155 0.00874 0.00874 
 0.00600 0.98749 0.98749 0.00080 0.00080 -0.10869 -0.10869 0.01251 0.01251 
 0.00700 0.98308 0.98308 0.00091 0.00091 -0.12525 -0.12525 0.01692 0.01692 
 0.00800 0.97806 0.97806 0.00096 0.00096 -0.14118 -0.14118 0.02194 0.02194 
 0.00900 0.97245 0.97245 0.00093 0.00093 -0.15641 -0.15641 0.02755 0.02755 
 0.01000 0.96629 0.96629 0.00080 0.00080 -0.17089 -0.17089 0.03371 0.03371 
 0.01100 0.95959 0.95959 0.00056 0.00056 -0.18459 -0.18459 0.04041 0.04041 
 0.01200 0.95239 0.95239 0.00020 0.00020 -0.19745 -0.19745 0.04761 0.04761 
 0.01300 0.94472 0.94472 -0.00030 -0.00030 -0.20946 -0.20946 0.05528 0.05528 
 0.01400 0.93662 0.93662 -0.00094 -0.00094 -0.22058 -0.22058 0.06338 0.06338 
 0.01500 0.92811 0.92811 -0.00174 -0.00174 -0.23081 -0.23081 0.07189 0.07189 
 0.01600 0.91924 0.91924 -0.00270 -0.00270 -0.24013 -0.24013 0.08076 0.08076 
 0.01700 0.91003 0.91003 -0.00383 -0.00383 -0.24852 -0.24852 0.08997 0.08997 
 0.01800 0.90053 0.90053 -0.00512 -0.00512 -0.25600 -0.25600 0.09947 0.09947 
 0.01900 0.89075 0.89075 -0.00658 -0.00658 -0.26257 -0.26257 0.10925 0.10925 
 0.02000 0.88075 0.88075 -0.00820 -0.00820 -0.26823 -0.26823 0.11925 0.11925 
 0.02100 0.87055 0.87055 -0.01000 -0.01000 -0.27300 -0.27300 0.12945 0.12945 
 0.02200 0.86019 0.86019 -0.01195 -0.01195 -0.27690 -0.27690 0.13981 0.13981 
 0.02300 0.84970 0.84970 -0.01406 -0.01406 -0.27994 -0.27994 0.15030 0.15030 
 0.02400 0.83911 0.83911 -0.01633 -0.01633 -0.28215 -0.28215 0.16089 0.16089 
 0.02500 0.82845 0.82845 -0.01874 -0.01874 -0.28356 -0.28356 0.17155 0.17155 
 0.02600 0.81776 0.81776 -0.02128 -0.02128 -0.28418 -0.28418 0.18224 0.18224 
 0.02700 0.80705 0.80705 -0.02396 -0.02396 -0.28406 -0.28406 0.19295 0.19295 
 0.02800 0.79636 0.79636 -0.02675 -0.02675 -0.28322 -0.28322 0.20364 0.20364 
 0.02900 0.78572 0.78572 -0.02966 -0.02966 -0.28170 -0.28170 0.21428 0.21428 
 0.03000 0.77515 0.77515 -0.03266 -0.03266 -0.27953 -0.27953 0.22485 0.22485 
 0.03100 0.76467 0.76467 -0.03576 -0.03576 -0.27674 -0.27674 0.23533 0.23533 
 0.03200 0.75430 0.75430 -0.03894 -0.03894 -0.27337 -0.27337 0.24570 0.24570 
 0.03300 0.74408 0.74408 -0.04218 -0.04218 -0.26945 -0.26945 0.25592 0.25592 
 0.03400 0.73401 0.73401 -0.04549 -0.04549 -0.26503 -0.26503 0.26599 0.26599 
 0.03500 0.72411 0.72411 -0.04885 -0.04885 -0.26013 -0.26013 0.27589 0.27589 
 0.03600 0.71441 0.71441 -0.05225 -0.05225 -0.25478 -0.25478 0.28559 0.28559 
