 0.00000 1.00000 1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 
 0.00100 0.99965 0.99965 0.00044 0.00044 -0.01882 -0.01882 0.00035 0.00035 
 0.00200 0.99858 0.99858 0.00177 0.00177 -0.03758 -0.03758 0.00142 0.00142 
 0.00300 0.99682 0.99682 0.00398 0.00398 -0.05618 -0.05618 0.00318 0.00318 
 0.00400 0.99435 0.99435 0.00705 0.00705 -0.07458 -0.07458 0.00565 0.00565 
 0.00500 0.99120 0.99120 0.01098 0.01098 -0.09269 -0.09269 0.00880 0.00880 
 0.00600 0.98737 0.98737 0.01574 0.01574 -0.11045 -0.11045 0.01263 0.01263 
 0.00700 0.98288 0.98288 0.02133 0.02133 -0.12779 -0.12779 0.01712 0.01712 
 0.00800 0.97775 0.97775 0.02771 0.02771 -0.14466 -0.14466 0.02225 0.02225 
 0.00900 0.97199 0.97199 0.03485 0.03485 -0.16098 -0.16098 0.02801 0.02801 
 0.01000 0.96563 0.96563 0.04274 0.04274 -0.17670 -0.17670 0.03437 0.03437 
 0.01100 0.95869 0.95869 0.05133 0.05133 -0.19175 -0.19175 0.04131 0.04131 
 0.01200 0.95119 0.95119 0.06060 0.06060 -0.20609 -0.20609 0.04881 0.04881 
 0.01300 0.94317 0.94317 0.07050 0.07050 -0.21967 -0.21967 0.05683 0.05683 
 0.01400 0.93465 0.93465 0.08100 0.08100 -0.23243 -0.23243 0.06535 0.06535 
 0.01500 0.92566 0.92566 0.09204 0.09204 -0.24433 -0.24433 0.07433 0.07433 
 0.01600 0.91625 0.91625 0.10360 0.10360 -0.25532 -0.25532 0.08375 0.08375 
 0.01700 0.90644 0.90644 0.11562 0.11562 -0.26538 -0.26538 0.09356 0.09356 
 0.01800 0.89627 0.89627 0.12805 0.12805 -0.27446 -0.27446 0.10373 0.10373 
 0.01900 0.88577 0.88577 0.14086 0.14086 -0.28254 -0.28254 0.11423 0.11423 
 0.02000 0.87499 0.87499 0.15397 0.15397 -0.28958 -0.28958 0.12501 0.12501 
 0.02100 0.86397 0.86397 0.16735 0.16735 -0.29557 -0.29557 0.13603 0.13603 
 0.02200 0.85274 0.85274 0.18095 0.18095 -0.30049 -0.30049 0.14726 0.14726 
 0.02300 0.84134 0.84134 0.19470 0.19470 -0.30433 -0.30433 0.15866 0.15866 
