 0.00000 1.00000 1.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 
 0.00100 0.99965 0.99965 0.00040 0.00040 -0.01881 -0.01881 0.00035 0.00035 
 0.00200 0.99858 0.99858 0.00158 0.00158 -0.03750 -0.03750 0.00142 0.00142 
 0.00300 0.99682 0.99682 0.00353 0.00353 -0.05594 -0.05594 0.00318 0.00318 
 0.00400 0.99437 0.99437 0.00621 0.00621 -0.07402 -0.07402 0.00563 0.00563 
 0.00500 0.99125 0.99125 0.00959 0.00959 -0.09164 -0.09164 0.00875 0.00875 
 0.00600 0.98748 0.98748 0.01362 0.01362 -0.10868 -0.10868 0.01252 0.01252 
 0.00700 0.98307 0.98307 0.01824 0.01824 -0.12507 -0.12507 0.01693 0.01693 
 0.00800 0.97806 0.97806 0.02339 0.02339 -0.14071 -0.14071 0.02194 0.02194 
 0.00900 0.97248 0.97248 0.02902 0.02902 -0.15553 -0.15553 0.02752 0.02752 
 0.01000 0.96635 0.96635 0.03504 0.03504 -0.16947 -0.16947 0.03365 0.03365 
 0.01100 0.95972 0.95972 0.04140 0.04140 -0.18248 -0.18248 0.04028 0.04028 
 0.01200 0.95262 0.95262 0.04801 0.04801 -0.19451 -0.19451 0.04738 0.04738 
 0.01300 0.94508 0.94508 0.05482 0.05482 -0.20553 -0.20553 0.05492 0.05492 
 0.01400 0.93715 0.93715 0.06174 0.06174 -0.21553 -0.21553 0.06286 0.06286 
 0.01500 0.92885 0.92885 0.06870 0.06870 -0.22447 -0.22447 0.07115 0.07115 
 0.01600 0.92024 0.92024 0.07565 0.07565 -0.23237 -0.23237 0.07976 0.07976 
 0.01700 0.91136 0.91136 0.08251 0.08251 -0.23923 -0.23923 0.08864 0.08864 
 0.01800 0.90223 0.90223 0.08923 0.08923 -0.24507 -0.24507 0.09777 0.09777 
 0.01900 0.89291 0.89291 0.09576 0.09576 -0.24990 -0.24990 0.10709 0.10709 
 0.02000 0.88341 0.88341 0.10204 0.10204 -0.25375 -0.25375 0.11658 0.11658 
 0.02100 0.87380 0.87380 0.10802 0.10802 -0.25667 -0.25667 0.12620 0.12620 
 0.02200 0.86409 0.86409 0.11369 0.11369 -0.25867 -0.25867 0.13591 0.13591 
 0.02300 0.85432 0.85432 0.11899 0.11899 -0.25982 -0.25982 0.14568 0.14568 
 0.02400 0.84452 0.84452 0.12391 0.12391 -0.26016 -0.26016 0.15548 0.15548 
 0.02500 0.83473 0.83473 0.12842 0.12842 -0.25973 -0.25973 0.16527 0.16527 
 0.02600 0.82496 0.82496 0.13251 0.13251 -0.25859 -0.25859 0.17504 0.17504 
 0.02700 0.81525 0.81525 0.13618 0.13618 -0.25678 -0.25678 0.18475 0.18475 
 0.02800 0.80562 0.80562 0.13941 0.13941 -0.25436 -0.25436 0.19438 0.19438 
 0.02900 0.79609 0.79609 0.14220 0.14220 -0.25138 -0.25138 0.20391 0.20391 
 0.03000 0.78669 0.78669 0.14456 0.14456 -0.24789 -0.24789 0.21331 0.21331 
 0.03100 0.77742 0.77742 0.14650 0.14650 -0.24393 -0.24393 0.22258 0.22258 
 0.03200 0.76831 0.76831 0.14803 0.14803 -0.23957 -0.23957 0.23169 0.23169 
 0.03300 0.75938 0.75938 0.14916 0.14916 -0.23483 -0.23483 0.24062 0.24062 
 0.03400 0.75062 0.75062 0.14991 0.14991 -0.22977 -0.22977 0.24938 0.24938 
 0.03500 0.74207 0.74207 0.15030 0.15030 -0.22442 -0.22442 0.25793 0.25793 
 0.03600 0.73372 0.73372 0.15034 0.15034 -0.21882 -0.21882 0.26628 0.26628 
 0.03700 0.72558 0.72558 0.15007 0.15007 -0.21302 -0.21302 0.27442 0.27442 
 0.03800 0.71767 0.71767 0.14949 0.14949 -0.20703 -0.20703 0.28233 0.28233 
 0.03900 0.70998 0.70998 0.14864 0.14864 -0.20090 -0.20090 0.29002 0.29002 
 0.04000 0.70253 0.70253 0.14753 0.14753 -0.19465 -0.19465 0.29747 0.29747 
 0.04100 0.69532 0.69532 0.14619 0.14619 -0.18831 -0.18831 0.30468 0.30468 
 0.04200 0.68835 0.68835 0.14464 0.14464 -0.18190 -0.18190 0.31165 0.31165 
 0.04300 0.68161 0.68161 0.14291 0.14291 -0.17544 -0.17544 0.31838 0.31838 
 0.04400 0.67513 0.67513 0.14100 0.14100 -0.16896 -0.16896 0.32487 0.32487 
 0.04500 0.66888 0.66888 0.13895 0.13895 -0.16246 -0.16246 0.33111 0.33111 
 0.04600 0.66289 0.66289 0.13676 0.13676 -0.15597 -0.15597 0.33711 0.33711 
 0.04700 0.65713 0.65713 0.13447 0.13447 -0.14950 -0.14950 0.34287 0.34287 
 0.04800 0.65162 0.65162 0.13208 0.13208 -0.14307 -0.14307 0.34838 0.34838 
 0.04900 0.64635 0.64635 0.12961 0.12961 -0.13668 -0.13668 0.35365 0.35365 
